data,temperatura,quantidade_vendida
2023-08-03,20.7,13
2023-08-04,22.5,9
2023-08-04,33.8,19
2023-08-04,32.2,23
2023-08-04,26.8,17
2023-08-04,24.1,3
2023-08-04,33.2,12
2023-08-04,24.3,9
2023-08-04,20.5,11
2023-08-04,20.7,0
2023-08-04,39.9,23
2023-08-05,30.0,10
2023-08-05,26.4,12
2023-08-05,22.1,11
2023-08-05,31.6,20
2023-08-05,38.7,17
2023-08-05,33.3,29
2023-08-05,22.5,8
2023-08-05,29.0,11
2023-08-05,29.5,16
2023-08-05,28.7,18
2023-08-06,20.5,6
2023-08-06,36.4,17
2023-08-06,37.8,22
2023-08-06,28.0,14
2023-08-06,36.4,21
2023-08-06,37.4,27
2023-08-06,35.1,23
2023-08-06,26.0,8
2023-08-06,31.1,17
2023-08-06,39.1,21
2023-08-07,29.1,10
2023-08-07,34.7,22
2023-08-07,30.1,10
2023-08-07,38.1,24
2023-08-07,31.7,12
2023-08-07,23.1,0
2023-08-07,28.0,14
2023-08-07,20.9,0
2023-08-07,24.2,7
2023-08-07,23.7,0
2023-08-08,23.8,3
2023-08-08,28.9,16
2023-08-08,25.8,17
2023-08-08,30.6,14
2023-08-08,25.5,18
2023-08-08,35.0,13
2023-08-08,39.8,18
2023-08-08,25.9,9
2023-08-08,38.7,17
2023-08-08,38.7,37
2023-08-09,26.6,13
2023-08-09,31.9,12
2023-08-09,23.0,6
2023-08-09,34.8,21
2023-08-09,28.2,15
2023-08-09,24.6,12
2023-08-09,32.8,20
2023-08-09,36.2,22
2023-08-09,20.3,0
2023-08-09,28.1,8
2023-08-10,20.4,2
2023-08-10,25.5,18
2023-08-10,39.1,18
2023-08-10,24.0,0
2023-08-10,29.3,17
2023-08-10,37.3,21
2023-08-10,37.0,16
2023-08-10,36.3,22
2023-08-10,30.5,13
2023-08-10,34.5,21
2023-08-11,27.3,5
2023-08-11,22.8,6
2023-08-11,32.4,11
2023-08-11,33.8,22
2023-08-11,31.4,10
2023-08-11,34.8,16
2023-08-11,26.9,14
2023-08-11,35.3,15
2023-08-11,28.5,22
2023-08-11,29.7,9
2023-08-12,24.5,7
2023-08-12,38.0,22
2023-08-12,26.7,17
2023-08-12,28.4,2
2023-08-12,27.5,10
2023-08-12,24.2,4
2023-08-12,33.3,17
2023-08-12,35.1,18
2023-08-12,27.7,6
2023-08-12,38.9,27
2023-08-13,36.4,22
2023-08-13,30.4,8
2023-08-13,39.6,20
2023-08-13,29.9,8
2023-08-13,38.0,27
2023-08-13,36.1,20
2023-08-13,26.2,17
2023-08-13,26.7,14
2023-08-13,30.1,21
2023-08-13,29.7,10
2023-08-14,22.6,13
2023-08-14,37.9,27
2023-08-14,23.5,12
2023-08-14,28.7,4
2023-08-14,35.5,16
2023-08-14,30.1,16
2023-08-14,26.5,6
2023-08-14,29.6,13
2023-08-14,27.2,18
2023-08-14,31.9,15
2023-08-15,38.2,18
2023-08-15,28.9,23
2023-08-15,22.0,10
2023-08-15,28.7,13
2023-08-15,21.8,2
2023-08-15,25.9,12
2023-08-15,35.8,29
2023-08-15,23.8,9
2023-08-15,31.7,19
2023-08-15,26.4,20
2023-08-16,33.4,20
2023-08-16,29.4,15
2023-08-16,34.3,24
2023-08-16,30.6,12
2023-08-16,37.2,21
2023-08-16,24.5,5
2023-08-16,25.2,4
2023-08-16,33.5,25
2023-08-16,38.7,30
2023-08-16,26.4,19
2023-08-17,33.7,23
2023-08-17,34.8,19
2023-08-17,27.5,7
2023-08-17,20.2,1
2023-08-17,28.5,18
2023-08-17,32.9,20
2023-08-17,37.8,28
2023-08-17,25.9,9
2023-08-17,33.7,20
2023-08-17,36.1,21
2023-08-18,29.1,18
2023-08-18,25.7,14
2023-08-18,31.8,21
2023-08-18,32.8,17
2023-08-18,30.9,13
2023-08-18,26.8,5
2023-08-18,25.5,15
2023-08-18,28.4,22
2023-08-18,33.1,9
2023-08-18,27.3,15
2023-08-19,32.9,17
2023-08-19,38.5,17
2023-08-19,25.2,15
2023-08-19,39.1,28
2023-08-19,38.1,33
2023-08-19,31.9,12
2023-08-19,37.6,21
2023-08-19,25.5,13
2023-08-19,20.1,9
2023-08-19,24.7,7
2023-08-20,23.1,1
2023-08-20,34.1,14
2023-08-20,25.3,15
2023-08-20,30.4,24
2023-08-20,25.5,7
2023-08-20,37.7,22
2023-08-20,25.2,3
2023-08-20,37.6,18
2023-08-20,22.7,3
2023-08-20,29.0,15
2023-08-21,29.8,5
2023-08-21,34.9,18
2023-08-21,23.6,16
2023-08-21,27.4,15
2023-08-21,38.4,21
2023-08-21,29.8,10
2023-08-21,23.3,8
2023-08-21,32.1,16
2023-08-21,37.8,26
2023-08-21,31.1,12
2023-08-22,35.9,18
2023-08-22,20.4,3
2023-08-22,35.0,22
2023-08-22,36.3,19
2023-08-22,20.3,0
2023-08-22,29.1,6
2023-08-22,24.5,8
2023-08-22,36.1,13
2023-08-22,39.9,27
2023-08-22,29.0,14
2023-08-23,34.4,22
2023-08-23,39.5,28
2023-08-23,39.6,30
2023-08-23,26.2,4
2023-08-23,35.4,18
2023-08-23,24.7,11
2023-08-23,32.6,26
2023-08-23,35.0,31
2023-08-23,33.0,17
2023-08-23,26.4,9
2023-08-24,33.3,20
2023-08-24,21.3,9
2023-08-24,24.8,13
2023-08-24,24.3,16
2023-08-24,31.2,16
2023-08-24,24.7,14
2023-08-24,39.1,20
2023-08-24,21.3,0
2023-08-24,34.8,13
2023-08-24,28.9,11
2023-08-25,28.9,10
2023-08-25,39.2,29
2023-08-25,31.2,16
2023-08-25,39.0,22
2023-08-25,33.9,24
2023-08-25,21.3,3
2023-08-25,37.4,24
2023-08-25,39.4,33
2023-08-25,24.9,14
2023-08-25,34.7,15
2023-08-26,20.1,8
2023-08-26,38.8,21
2023-08-26,32.3,15
2023-08-26,39.8,25
2023-08-26,39.6,21
2023-08-26,32.3,15
2023-08-26,39.9,25
2023-08-26,38.4,18
2023-08-26,24.7,18
2023-08-26,37.9,32
2023-08-27,34.3,15
2023-08-27,20.2,3
2023-08-27,21.9,11
2023-08-27,33.7,13
2023-08-27,31.7,12
2023-08-27,25.1,4
2023-08-27,34.9,17
2023-08-27,35.9,24
2023-08-27,20.6,4
2023-08-27,37.8,25
2023-08-28,37.9,24
2023-08-28,29.3,10
2023-08-28,35.4,15
2023-08-28,26.1,14
2023-08-28,24.8,24
2023-08-28,35.6,14
2023-08-28,28.1,18
2023-08-28,29.1,13
2023-08-28,22.2,12
2023-08-28,30.9,19
2023-08-29,28.0,10
2023-08-29,21.5,6
2023-08-29,33.7,25
2023-08-29,31.2,10
2023-08-29,29.8,17
2023-08-29,21.5,6
2023-08-29,30.8,21
2023-08-29,33.4,21
2023-08-29,24.3,0
2023-08-29,29.9,14
2023-08-30,22.0,5
2023-08-30,23.1,16
2023-08-30,20.8,7
2023-08-30,26.8,15
2023-08-30,24.4,3
2023-08-30,26.8,13
2023-08-30,35.4,17
2023-08-30,33.2,19
2023-08-30,31.3,19
2023-08-30,31.4,19
2023-08-31,22.4,12
2023-08-31,23.6,4
2023-08-31,24.3,6
2023-08-31,23.3,15
2023-08-31,29.4,22
2023-08-31,24.5,24
2023-08-31,36.2,28
2023-08-31,32.1,16
2023-08-31,27.6,22
2023-08-31,29.0,12
2023-09-01,38.1,22
2023-09-01,29.6,12
2023-09-01,21.4,2
2023-09-01,21.3,3
2023-09-01,25.2,8
2023-09-01,30.6,16
2023-09-01,25.3,3
2023-09-01,37.5,28
2023-09-01,33.5,21
2023-09-01,22.8,11
2023-09-02,24.7,12
2023-09-02,35.9,28
2023-09-02,21.5,5
2023-09-02,39.3,28
2023-09-02,39.2,27
2023-09-02,36.4,24
2023-09-02,30.0,12
2023-09-02,38.7,23
2023-09-02,39.7,23
2023-09-02,20.1,8
2023-09-03,38.1,19
2023-09-03,28.6,23
2023-09-03,38.2,18
2023-09-03,39.7,19
2023-09-03,27.5,12
2023-09-03,36.9,10
2023-09-03,28.3,9
2023-09-03,38.4,17
2023-09-03,27.2,7
2023-09-03,34.3,16
2023-09-04,27.6,18
2023-09-04,28.5,8
2023-09-04,28.5,15
2023-09-04,22.9,20
2023-09-04,20.5,5
2023-09-04,27.7,10
2023-09-04,32.1,16
2023-09-04,38.1,22
2023-09-04,26.2,12
2023-09-04,23.4,6
2023-09-05,28.3,11
2023-09-05,31.2,12
2023-09-05,28.3,14
2023-09-05,39.0,23
2023-09-05,20.0,5
2023-09-05,30.8,9
2023-09-05,34.7,17
2023-09-05,29.7,21
2023-09-05,26.5,18
2023-09-05,32.8,15
2023-09-06,37.1,19
2023-09-06,33.7,24
2023-09-06,27.6,17
2023-09-06,23.3,0
2023-09-06,35.1,15
2023-09-06,26.9,5
2023-09-06,32.1,17
2023-09-06,21.5,2
2023-09-06,33.5,10
2023-09-06,24.1,5
2023-09-07,26.8,15
2023-09-07,21.5,10
2023-09-07,37.3,21
2023-09-07,23.6,8
2023-09-07,36.1,20
2023-09-07,27.0,7
2023-09-07,23.9,7
2023-09-07,32.8,10
2023-09-07,32.1,11
2023-09-07,38.0,22
2023-09-08,22.6,0
2023-09-08,28.1,32
2023-09-08,34.7,21
2023-09-08,29.8,8
2023-09-08,31.3,22
2023-09-08,34.4,16
2023-09-08,25.7,3
2023-09-08,35.1,21
2023-09-08,22.7,2
2023-09-08,38.4,20
2023-09-09,24.5,7
2023-09-09,36.5,18
2023-09-09,22.8,9
2023-09-09,22.0,6
2023-09-09,20.7,4
2023-09-09,35.1,12
2023-09-09,35.8,20
2023-09-09,38.8,26
2023-09-09,24.1,5
2023-09-09,22.4,10
2023-09-10,21.7,4
2023-09-10,24.5,11
2023-09-10,31.9,14
2023-09-10,27.7,10
2023-09-10,22.3,0
2023-09-10,20.1,3
2023-09-10,37.7,22
2023-09-10,34.4,20
2023-09-10,35.8,20
2023-09-10,25.6,9
2023-09-11,35.4,27
2023-09-11,39.1,28
2023-09-11,31.4,14
2023-09-11,32.6,14
2023-09-11,22.2,12
2023-09-11,27.3,20
2023-09-11,21.1,9
2023-09-11,32.1,19
2023-09-11,36.6,23
2023-09-11,32.6,14
2023-09-12,28.9,14
2023-09-12,29.9,12
2023-09-12,35.4,27
2023-09-12,38.3,19
2023-09-12,34.5,27
2023-09-12,34.3,22
2023-09-12,25.3,11
2023-09-12,31.7,22
2023-09-12,22.0,6
2023-09-12,38.1,23
2023-09-13,28.8,13
2023-09-13,30.1,12
2023-09-13,31.8,16
2023-09-13,20.2,2
2023-09-13,34.2,20
2023-09-13,37.5,20
2023-09-13,24.6,5
2023-09-13,28.0,13
2023-09-13,25.3,7
2023-09-13,34.1,22
2023-09-14,21.2,7
2023-09-14,34.3,16
2023-09-14,31.1,20
2023-09-14,30.6,13
2023-09-14,36.8,16
2023-09-14,34.9,14
2023-09-14,28.0,22
2023-09-14,20.7,5
2023-09-14,33.2,7
2023-09-14,24.0,15
2023-09-15,31.4,7
2023-09-15,29.0,12
2023-09-15,24.6,2
2023-09-15,21.9,0
2023-09-15,29.1,16
2023-09-15,36.7,22
2023-09-15,34.8,26
2023-09-15,20.5,8
2023-09-15,22.7,9
2023-09-15,21.4,6
2023-09-16,30.5,10
2023-09-16,24.1,13
2023-09-16,33.1,19
2023-09-16,25.0,17
2023-09-16,35.4,22
2023-09-16,35.1,12
2023-09-16,29.6,15
2023-09-16,24.6,5
2023-09-16,25.3,10
2023-09-16,38.3,15
2023-09-17,24.2,0
2023-09-17,27.4,22
2023-09-17,39.9,19
2023-09-17,39.8,29
2023-09-17,27.5,15
2023-09-17,38.3,19
2023-09-17,29.2,16
2023-09-17,20.9,1
2023-09-17,25.7,13
2023-09-17,21.4,5
2023-09-18,23.7,12
2023-09-18,23.7,0
2023-09-18,34.9,23
2023-09-18,25.0,15
2023-09-18,37.7,26
2023-09-18,20.5,8
2023-09-18,38.1,16
2023-09-18,26.8,13
2023-09-18,27.7,10
2023-09-18,22.3,11
2023-09-19,30.4,16
2023-09-19,24.2,14
2023-09-19,22.2,6
2023-09-19,22.6,0
2023-09-19,34.2,16
2023-09-19,30.2,13
2023-09-19,29.6,20
2023-09-19,25.8,11
2023-09-19,23.6,3
2023-09-19,37.6,28
2023-09-20,23.6,0
2023-09-20,32.5,21
2023-09-20,29.4,12
2023-09-20,21.8,11
2023-09-20,37.3,20
2023-09-20,24.6,21
2023-09-20,20.0,6
2023-09-20,20.6,6
2023-09-20,40.0,33
2023-09-20,24.7,16
2023-09-21,27.5,13
2023-09-21,36.4,19
2023-09-21,21.4,8
2023-09-21,28.4,16
2023-09-21,34.4,19
2023-09-21,28.9,14
2023-09-21,21.6,0
2023-09-21,32.7,13
2023-09-21,22.2,0
2023-09-21,31.1,24
2023-09-22,29.0,13
2023-09-22,28.2,0
2023-09-22,33.4,20
2023-09-22,30.4,11
2023-09-22,26.4,7
2023-09-22,29.9,16
2023-09-22,20.8,0
2023-09-22,39.9,32
2023-09-22,31.6,20
2023-09-22,36.2,18
2023-09-23,35.4,15
2023-09-23,21.0,15
2023-09-23,20.4,7
2023-09-23,22.4,21
2023-09-23,35.9,18
2023-09-23,34.3,23
2023-09-23,38.9,24
2023-09-23,36.0,29
2023-09-23,39.2,18
2023-09-23,22.0,8
2023-09-24,29.5,8
2023-09-24,30.6,16
2023-09-24,33.6,16
2023-09-24,35.3,14
2023-09-24,20.3,0
2023-09-24,22.0,4
2023-09-24,34.7,13
2023-09-24,31.4,12
2023-09-24,32.5,22
2023-09-24,31.2,11
2023-09-25,38.6,20
2023-09-25,36.7,18
2023-09-25,24.3,12
2023-09-25,35.5,25
2023-09-25,30.3,26
2023-09-25,30.2,7
2023-09-25,25.0,9
2023-09-25,34.2,20
2023-09-25,24.2,13
2023-09-25,37.5,18
2023-09-26,28.8,9
2023-09-26,31.9,12
2023-09-26,24.5,9
2023-09-26,20.1,0
2023-09-26,25.2,6
2023-09-26,30.2,22
2023-09-26,39.6,17
2023-09-26,22.3,13
2023-09-26,27.6,15
2023-09-26,30.5,25
2023-09-27,36.9,23
2023-09-27,20.8,7
2023-09-27,22.1,8
2023-09-27,39.7,29
2023-09-27,28.2,17
2023-09-27,25.4,12
2023-09-27,38.1,26
2023-09-27,26.1,10
2023-09-27,31.5,17
2023-09-27,32.5,17
2023-09-28,26.4,14
2023-09-28,38.6,26
2023-09-28,34.2,19
2023-09-28,39.8,31
2023-09-28,28.8,12
2023-09-28,22.3,0
2023-09-28,23.1,5
2023-09-28,24.6,10
2023-09-28,23.9,11
2023-09-28,28.9,13
2023-09-29,33.0,22
2023-09-29,26.0,8
2023-09-29,27.9,17
2023-09-29,33.4,12
2023-09-29,29.7,16
2023-09-29,33.4,18
2023-09-29,37.7,29
2023-09-29,29.2,18
2023-09-29,28.5,15
2023-09-29,21.9,6
2023-09-30,26.1,8
2023-09-30,24.9,4
2023-09-30,25.1,0
2023-09-30,23.2,9
2023-09-30,22.4,7
2023-09-30,21.3,2
2023-09-30,33.7,13
2023-09-30,28.7,16
2023-09-30,25.3,14
2023-09-30,38.6,25
2023-10-01,39.8,18
2023-10-01,36.3,19
2023-10-01,20.3,0
2023-10-01,39.2,16
2023-10-01,38.6,21
2023-10-01,28.8,18
2023-10-01,32.2,16
2023-10-01,37.8,28
2023-10-01,21.0,1
2023-10-01,29.3,11
2023-10-02,26.4,4
2023-10-02,24.4,5
2023-10-02,30.0,15
2023-10-02,29.4,18
2023-10-02,22.9,13
2023-10-02,35.9,17
2023-10-02,24.8,6
2023-10-02,35.1,22
2023-10-02,30.6,21
2023-10-02,39.6,30
2023-10-03,27.9,17
2023-10-03,25.1,18
2023-10-03,26.3,7
2023-10-03,39.1,27
2023-10-03,38.2,21
2023-10-03,37.4,15
2023-10-03,32.7,17
2023-10-03,35.7,28
2023-10-03,24.6,0
2023-10-03,35.0,30
2023-10-04,24.3,14
2023-10-04,32.8,23
2023-10-04,33.0,22
2023-10-04,21.4,2
2023-10-04,39.1,27
2023-10-04,28.1,12
2023-10-04,29.6,14
2023-10-04,39.1,29
2023-10-04,31.9,13
2023-10-04,32.4,13
2023-10-05,22.6,16
2023-10-05,26.3,14
2023-10-05,26.4,0
2023-10-05,32.4,21
2023-10-05,28.4,18
2023-10-05,38.1,31
2023-10-05,32.8,4
2023-10-05,24.4,0
2023-10-05,37.0,13
2023-10-05,32.3,18
2023-10-06,29.3,13
2023-10-06,30.4,15
2023-10-06,36.8,26
2023-10-06,32.6,13
2023-10-06,27.1,1
2023-10-06,39.3,29
2023-10-06,27.7,22
2023-10-06,23.8,11
2023-10-06,33.2,23
2023-10-06,37.3,16
2023-10-07,21.3,8
2023-10-07,26.3,15
2023-10-07,22.3,9
2023-10-07,35.8,23
2023-10-07,31.9,20
2023-10-07,28.9,11
2023-10-07,39.0,15
2023-10-07,33.2,17
2023-10-07,32.8,17
2023-10-07,36.2,21
2023-10-08,26.9,7
2023-10-08,39.4,38
2023-10-08,23.6,10
2023-10-08,30.1,16
2023-10-08,34.9,22
2023-10-08,22.9,10
2023-10-08,39.7,18
2023-10-08,21.1,12
2023-10-08,34.7,24
2023-10-08,25.5,11
2023-10-09,27.3,7
2023-10-09,25.0,11
2023-10-09,23.4,20
2023-10-09,39.8,28
2023-10-09,39.3,30
2023-10-09,27.5,10
2023-10-09,32.1,11
2023-10-09,25.0,10
2023-10-09,25.6,17
2023-10-09,38.7,21
2023-10-10,29.8,15
2023-10-10,34.7,24
2023-10-10,25.8,10
2023-10-10,35.6,23
2023-10-10,38.8,21
2023-10-10,20.7,4
2023-10-10,38.9,16
2023-10-10,37.7,22
2023-10-10,37.1,25
2023-10-10,27.6,11
2023-10-11,32.6,17
2023-10-11,39.8,22
2023-10-11,20.0,8
2023-10-11,27.4,12
2023-10-11,38.9,25
2023-10-11,23.3,9
2023-10-11,24.9,0
2023-10-11,39.4,26
2023-10-11,26.9,14
2023-10-11,21.1,6
2023-10-12,27.9,8
2023-10-12,20.3,7
2023-10-12,31.9,15
2023-10-12,32.3,17
2023-10-12,39.9,22
2023-10-12,35.9,22
2023-10-12,38.8,24
2023-10-12,38.7,26
2023-10-12,39.5,32
2023-10-12,28.8,13
2023-10-13,35.3,24
2023-10-13,34.1,13
2023-10-13,23.7,3
2023-10-13,39.4,22
2023-10-13,27.0,9
2023-10-13,38.0,26
2023-10-13,28.6,16
2023-10-13,28.0,13
2023-10-13,26.6,9
2023-10-13,38.4,28
2023-10-14,33.7,16
2023-10-14,34.4,15
2023-10-14,27.5,11
2023-10-14,29.4,5
2023-10-14,21.8,5
2023-10-14,20.4,18
2023-10-14,35.6,19
2023-10-14,32.8,19
2023-10-14,21.9,2
2023-10-14,27.6,9
2023-10-15,34.3,26
2023-10-15,31.0,15
2023-10-15,32.3,14
2023-10-15,25.0,8
2023-10-15,38.3,31
2023-10-15,23.8,9
2023-10-15,21.7,7
2023-10-15,35.6,18
2023-10-15,27.3,9
2023-10-15,29.4,1
2023-10-16,21.2,1
2023-10-16,32.3,24
2023-10-16,39.5,24
2023-10-16,21.7,7
2023-10-16,29.1,0
2023-10-16,30.1,19
2023-10-16,25.1,15
2023-10-16,20.3,7
2023-10-16,20.6,0
2023-10-16,32.8,10
2023-10-17,35.9,29
2023-10-17,26.4,10
2023-10-17,36.7,19
2023-10-17,34.3,15
2023-10-17,24.4,7
2023-10-17,27.8,8
2023-10-17,27.8,7
2023-10-17,36.0,12
2023-10-17,32.9,19
2023-10-17,31.8,14
2023-10-18,29.1,15
2023-10-18,23.1,5
2023-10-18,39.8,33
2023-10-18,27.0,15
2023-10-18,33.3,17
2023-10-18,26.1,10
2023-10-18,28.9,10
2023-10-18,24.7,2
2023-10-18,20.6,1
2023-10-18,22.6,10
2023-10-19,34.0,19
2023-10-19,34.9,22
2023-10-19,29.5,9
2023-10-19,22.9,6
2023-10-19,23.4,10
2023-10-19,38.4,20
2023-10-19,31.4,10
2023-10-19,30.1,6
2023-10-19,40.0,21
2023-10-19,30.5,11
2023-10-20,32.0,19
2023-10-20,39.1,21
2023-10-20,29.5,16
2023-10-20,37.5,17
2023-10-20,26.5,10
2023-10-20,23.5,9
2023-10-20,24.1,8
2023-10-20,23.7,9
2023-10-20,33.3,11
2023-10-20,33.7,23
2023-10-21,21.2,15
2023-10-21,37.9,25
2023-10-21,37.5,27
2023-10-21,22.6,15
2023-10-21,35.8,18
2023-10-21,35.1,18
2023-10-21,22.3,11
2023-10-21,35.8,7
2023-10-21,25.9,3
2023-10-21,20.4,3
2023-10-22,30.6,14
2023-10-22,22.7,3
2023-10-22,30.7,18
2023-10-22,39.4,13
2023-10-22,24.9,7
2023-10-22,32.7,20
2023-10-22,27.5,7
2023-10-22,39.0,27
2023-10-22,20.6,7
2023-10-22,23.6,12
2023-10-23,39.0,11
2023-10-23,21.8,8
2023-10-23,33.2,3
2023-10-23,29.6,17
2023-10-23,32.7,17
2023-10-23,26.2,6
2023-10-23,32.0,15
2023-10-23,20.2,5
2023-10-23,27.3,7
2023-10-23,28.0,9
2023-10-24,31.1,22
2023-10-24,38.2,20
2023-10-24,28.1,14
2023-10-24,37.7,16
2023-10-24,25.8,13
2023-10-24,20.7,5
2023-10-24,34.0,18
2023-10-24,21.0,2
2023-10-24,25.4,10
2023-10-24,26.5,8
2023-10-25,38.8,25
2023-10-25,20.2,5
2023-10-25,28.6,16
2023-10-25,24.5,13
2023-10-25,26.8,14
2023-10-25,25.8,12
2023-10-25,21.2,10
2023-10-25,35.4,26
2023-10-25,29.2,7
2023-10-25,29.7,20
2023-10-26,21.3,0
2023-10-26,37.9,20
2023-10-26,39.8,22
2023-10-26,39.8,20
2023-10-26,27.6,12
2023-10-26,31.6,22
2023-10-26,23.5,11
2023-10-26,35.6,16
2023-10-26,38.3,21
2023-10-26,24.9,9
2023-10-27,26.4,5
2023-10-27,29.2,10
2023-10-27,25.2,16
2023-10-27,20.4,0
2023-10-27,25.0,8
2023-10-27,36.5,22
2023-10-27,36.3,19
2023-10-27,38.7,26
2023-10-27,35.3,23
2023-10-27,28.9,21
2023-10-28,28.1,17
2023-10-28,30.9,14
2023-10-28,23.4,7
2023-10-28,24.6,18
2023-10-28,34.3,21
2023-10-28,21.8,0
2023-10-28,40.0,25
2023-10-28,38.4,14
2023-10-28,21.6,7
2023-10-28,35.9,22
2023-10-29,30.1,18
2023-10-29,37.7,21
2023-10-29,23.2,7
2023-10-29,32.9,26
2023-10-29,24.7,10
2023-10-29,21.2,3
2023-10-29,25.1,5
2023-10-29,35.4,23
2023-10-29,23.1,0
2023-10-29,21.4,16
2023-10-30,31.0,17
2023-10-30,27.6,6
2023-10-30,28.1,15
2023-10-30,38.8,20
2023-10-30,25.8,9
2023-10-30,31.6,17
2023-10-30,34.4,22
2023-10-30,33.5,14
2023-10-30,39.8,25
2023-10-30,33.3,24
2023-10-31,24.7,5
2023-10-31,29.5,16
2023-10-31,33.0,15
2023-10-31,28.4,12
2023-10-31,31.0,14
2023-10-31,21.9,13
2023-10-31,34.4,20
2023-10-31,23.3,9
2023-10-31,24.7,10
2023-10-31,29.1,17
2023-11-01,38.6,18
2023-11-01,34.8,23
2023-11-01,36.4,15
2023-11-01,29.7,18
2023-11-01,34.3,14
2023-11-01,39.5,37
2023-11-01,28.3,10
2023-11-01,31.4,18
2023-11-01,38.4,22
2023-11-01,26.9,11
2023-11-02,36.2,27
2023-11-02,34.1,24
2023-11-02,29.7,20
2023-11-02,33.2,18
2023-11-02,36.3,16
2023-11-02,28.4,11
2023-11-02,37.4,21
2023-11-02,25.7,11
2023-11-02,34.3,23
2023-11-02,26.4,16
2023-11-03,28.7,7
2023-11-03,22.1,12
2023-11-03,38.7,27
2023-11-03,22.1,10
2023-11-03,35.0,13
2023-11-03,26.0,18
2023-11-03,31.4,20
2023-11-03,32.6,15
2023-11-03,21.6,10
2023-11-03,29.2,7
2023-11-04,21.8,0
2023-11-04,31.4,11
2023-11-04,24.7,7
2023-11-04,22.9,12
2023-11-04,29.4,24
2023-11-04,27.9,14
2023-11-04,31.9,15
2023-11-04,31.2,20
2023-11-04,38.6,29
2023-11-04,34.9,17
2023-11-05,32.7,22
2023-11-05,23.4,2
2023-11-05,37.6,21
2023-11-05,25.3,8
2023-11-05,33.4,23
2023-11-05,22.1,8
2023-11-05,20.1,8
2023-11-05,34.6,17
2023-11-05,36.5,20
2023-11-05,36.3,26
2023-11-06,31.8,10
2023-11-06,33.9,25
2023-11-06,26.9,17
2023-11-06,21.2,8
2023-11-06,21.0,2
2023-11-06,37.9,25
2023-11-06,29.0,13
2023-11-06,29.8,11
2023-11-06,39.5,22
2023-11-06,22.9,10
2023-11-07,23.0,1
2023-11-07,23.3,5
2023-11-07,38.8,19
2023-11-07,37.0,16
2023-11-07,38.7,30
2023-11-07,25.5,8
2023-11-07,23.9,0
2023-11-07,34.3,19
2023-11-07,24.3,13
2023-11-07,22.9,4
2023-11-08,21.7,6
2023-11-08,27.7,14
2023-11-08,20.5,0
2023-11-08,28.4,8
2023-11-08,35.0,14
2023-11-08,30.8,18
2023-11-08,22.7,12
2023-11-08,25.4,13
2023-11-08,22.0,7
2023-11-08,27.1,11
2023-11-09,38.7,26
2023-11-09,24.7,11
2023-11-09,25.9,6
2023-11-09,31.2,12
2023-11-09,37.1,23
2023-11-09,22.3,0
2023-11-09,38.7,31
2023-11-09,21.7,4
2023-11-09,29.3,21
2023-11-09,25.1,11
2023-11-10,26.5,15
2023-11-10,22.7,12
2023-11-10,31.6,16
2023-11-10,32.6,19
2023-11-10,37.7,20
2023-11-10,22.1,3
2023-11-10,22.8,6
2023-11-10,35.4,21
2023-11-10,33.0,2
2023-11-10,39.5,20
2023-11-11,20.5,1
2023-11-11,26.0,12
2023-11-11,22.9,0
2023-11-11,29.7,21
2023-11-11,35.3,16
2023-11-11,28.2,14
2023-11-11,34.8,21
2023-11-11,23.0,12
2023-11-11,21.4,5
2023-11-11,39.3,25
2023-11-12,22.7,5
2023-11-12,29.5,17
2023-11-12,38.5,24
2023-11-12,28.6,11
2023-11-12,25.9,3
2023-11-12,25.7,12
2023-11-12,32.3,17
2023-11-12,27.9,15
2023-11-12,39.2,28
2023-11-12,27.3,4
2023-11-13,38.2,18
2023-11-13,20.4,0
2023-11-13,37.9,16
2023-11-13,33.8,13
2023-11-13,26.4,12
2023-11-13,32.1,15
2023-11-13,34.4,16
2023-11-13,31.9,21
2023-11-13,29.7,3
2023-11-13,26.5,7
2023-11-14,38.1,23
2023-11-14,24.8,7
2023-11-14,26.3,19
2023-11-14,38.4,15
2023-11-14,23.3,12
2023-11-14,36.4,16
2023-11-14,32.2,19
2023-11-14,27.5,15
2023-11-14,27.6,14
2023-11-14,33.4,22
2023-11-15,34.9,17
2023-11-15,32.8,17
2023-11-15,21.6,5
2023-11-15,31.4,18
2023-11-15,36.5,15
2023-11-15,34.5,19
2023-11-15,38.1,18
2023-11-15,20.7,12
2023-11-15,30.5,5
2023-11-15,20.2,1
2023-11-16,28.3,9
2023-11-16,23.6,2
2023-11-16,31.6,20
2023-11-16,39.5,25
2023-11-16,35.4,17
2023-11-16,29.5,19
2023-11-16,32.7,11
2023-11-16,35.2,10
2023-11-16,37.2,28
2023-11-16,26.3,17
2023-11-17,29.9,21
2023-11-17,23.1,12
2023-11-17,37.9,19
2023-11-17,23.9,10
2023-11-17,23.0,14
2023-11-17,23.7,13
2023-11-17,26.6,15
2023-11-17,37.8,21
2023-11-17,35.4,17
2023-11-17,38.8,26
2023-11-18,35.4,16
2023-11-18,20.1,7
2023-11-18,32.4,16
2023-11-18,36.5,23
2023-11-18,26.6,6
2023-11-18,37.8,24
2023-11-18,31.5,20
2023-11-18,26.7,7
2023-11-18,30.7,17
2023-11-18,25.1,14
2023-11-19,24.9,4
2023-11-19,28.8,5
2023-11-19,20.1,2
2023-11-19,31.7,13
